Nom_GHT;Etablissement;Rang;Code;Groupe Plannification;Nb séjour / Séances;Nb de jours;Age moyen;% Age>75;% lourd;Transferts SSR (Nombre de séjours chainés et tranférés vers un établissement SSR) ;Etablissement SSR de transfert ;Catégorie ;Nb de transferts;is_in_GHT;transfer_interne
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;4;X03;Neurologie médicale;32;466;80.0;71.9;43.75;18;CH BRESSE LOUHANNAISE;CH;17;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;4;X03;Neurologie médicale;32;466;80.0;71.9;43.75;18;Autres ES Effectif<11;;0 à 10 (1) ;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;1;X08;Pneumologie;51;624;87.0;90.2;56.86;12;CH BRESSE LOUHANNAISE;CH;12;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;1;X08;Pneumologie;51;624;87.0;90.2;56.86;12;Autres ES Effectif<11;;0 à 10 (0);1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;6;X07;Affections Cardio-vasculaires;23;377;86.5;91.3;60.87;11;CH BRESSE LOUHANNAISE;CH;11;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;6;X07;Affections Cardio-vasculaires;23;377;86.5;91.3;60.87;11;Autres ES Effectif<11;;0 à 10 (0);1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;2;X22;Douleur et soins palliatifs;43;797;81.3;72.1;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;3;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;40;386;72.8;37.5;20.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;5;X20;Psychiatrie;24;413;85.7;87.5;50.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;7;X12;Uro-Néphrologie médicale (hors Séances);18;440;83.4;77.8;50.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;8;X02;Hépato-Gastro-Entérologie;12;195;77.3;75.0;41.67;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH BRESSE LOUHANNAISE;9;X06;Rhumatologie;12;215;82.6;75.0;58.33;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;2;X08;Pneumologie;1099;8931;71.6;47.4;36.85;109;CH JEAN BOUVERI;CH;44;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;2;X08;Pneumologie;1099;8931;71.6;47.4;36.85;109;CH DE LA GUICHE;CH;43;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;2;X08;Pneumologie;1099;8931;71.6;47.4;36.85;109;SSR MARGUERITE BOUCICAUT;Privé;11;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;2;X08;Pneumologie;1099;8931;71.6;47.4;36.85;109;Autres ES Effectif<11;;11;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;7;X03;Neurologie médicale;410;2476;68.1;43.4;20.24;75;CH JEAN BOUVERI;CH;46;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;7;X03;Neurologie médicale;410;2476;68.1;43.4;20.24;75;Autres ES Effectif<11;;29;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;3;X07;Affections Cardio-vasculaires;1087;5932;72.6;50.0;23.46;62;CH JEAN BOUVERI;CH;42;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;3;X07;Affections Cardio-vasculaires;1087;5932;72.6;50.0;23.46;62;CH DE LA GUICHE;CH;12;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;3;X07;Affections Cardio-vasculaires;1087;5932;72.6;50.0;23.46;62;Autres ES Effectif<11;;0 à 10 (8);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;9;X06;Rhumatologie;313;2132;70.3;45.4;29.39;41;CH JEAN BOUVERI;CH;31;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;9;X06;Rhumatologie;313;2132;70.3;45.4;29.39;41;Autres ES Effectif<11;;0 à 10 (10);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;11;X20;Psychiatrie;292;1611;61.3;33.9;18.15;41;CH JEAN BOUVERI;CH;25;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;11;X20;Psychiatrie;292;1611;61.3;33.9;18.15;41;CH DE LA GUICHE;CH;11;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;11;X20;Psychiatrie;292;1611;61.3;33.9;18.15;41;Autres ES Effectif<11;;0 à 10 (5);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;6;X21;Effets nocifs, alcool, toxicologie, allergies;425;2032;49.0;4.7;5.41;36;CH JEAN BOUVERI;CH;31;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;6;X21;Effets nocifs, alcool, toxicologie, allergies;425;2032;49.0;4.7;5.41;36;Autres ES Effectif<11;;0 à 10 (4);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;14;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;200;627;72.6;60.0;14.50;31;CH JEAN BOUVERI;CH;24;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;14;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;200;627;72.6;60.0;14.50;31;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;10;X16;Affections et traumatismes de la peau, gelures;313;1556;70.8;58.8;29.71;28;CH JEAN BOUVERI;CH;24;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;10;X16;Affections et traumatismes de la peau, gelures;313;1556;70.8;58.8;29.71;28;Autres ES Effectif<11;;0 à 10 (4);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;4;X02;Hépato-Gastro-Entérologie;759;3041;64.0;36.5;14.62;25;CH JEAN BOUVERI;CH;22;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;4;X02;Hépato-Gastro-Entérologie;759;3041;64.0;36.5;14.62;25;Autres ES Effectif<11;;0 à 10 (3);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;12;X12;Uro-Néphrologie médicale (hors Séances);264;1455;67.4;42.8;33.33;22;CH JEAN BOUVERI;CH;15;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;12;X12;Uro-Néphrologie médicale (hors Séances);264;1455;67.4;42.8;33.33;22;Autres ES Effectif<11;;0 à 10 (7);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;22;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;54;254;76.4;57.4;12.96;18;CH JEAN BOUVERI;CH;16;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;22;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;54;254;76.4;57.4;12.96;18;Autres ES Effectif<11;;0 à 10 (2);1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;15;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;175;1383;76.2;60.0;29.14;16;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;18;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;103;331;72.0;49.5;12.62;11;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;1;S02;Chimiothérapie pour tumeur;3153;0;68.6;30.6;0.00;NA;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;5;S03;Chimiothérapie pour aff. Non tumorale;633;0;56.9;15.8;0.00;NA;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;8;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;370;1;63.7;13.5;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;13;S05;Transfusion;201;0;71.3;43.3;0.00;NA;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;16;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);138;1194;75.8;57.2;55.07;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;17;X09;ORL, Stomato;122;436;66.0;35.2;13.11;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;19;X22;Douleur et soins palliatifs;88;1043;71.9;43.2;4.55;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;20;X19;Fièvre, Infection, Septicémie, VIH;80;683;73.4;55.0;48.75;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;21;O03;IVG;56;0;30.4;0.0;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;23;X13;Appareil génital masculin;51;549;76.8;66.7;54.90;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;24;C13;Stimulateurs, Défibrillateurs cardiaques;40;448;82.7;80.0;7.50;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;25;K12;Explorations nocturnes, séjours de moins de 2 jours;32;32;61.4;12.5;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;26;X04;Commotions cérébrales, Traumatismes crâniens;31;299;75.2;61.3;48.39;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;27;X11;Gynécologie, Sénologie (hors Obstétrique);31;292;60.2;25.8;35.48;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;28;X10;Ophtalmologie;29;78;64.5;44.8;6.90;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;29;K08;Traumatologie avec acte classant non opératoire ou anesthésie;27;0;55.1;0.0;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;30;K06;Mise en place d'accès vasculaire;24;0;66.9;25.0;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;CH JEAN BOUVERI;31;X23;Chimiothérapie (hors séances);22;54;62.7;4.5;0.00;0 à 10;;;;1;1
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;1;X22;Douleur et soins palliatifs;59;1370;78.8;67.8;3.39;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;2;X08;Pneumologie;36;474;83.8;88.9;58.33;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;3;X20;Psychiatrie;32;907;84.3;84.4;90.63;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;4;X03;Neurologie médicale;23;500;83.0;78.3;43.48;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;5;X06;Rhumatologie;23;389;82.7;78.3;82.61;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;6;X07;Affections Cardio-vasculaires;23;311;86.8;91.3;56.52;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;7;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;19;347;83.0;84.2;73.68;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;8;X02;Hépato-Gastro-Entérologie;15;290;84.7;93.3;73.33;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;9;X16;Affections et traumatismes de la peau, gelures;15;285;82.1;73.3;66.67;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;10;X12;Uro-Néphrologie médicale (hors Séances);13;234;80.8;61.5;76.92;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;HL CHAGNY;11;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;12;173;80.9;83.3;50.00;0 à 10;;;;1;0
GHT SaôneEtLoire Bresse Morvan ;CHS SEVREY;1;X21;Effets nocifs, alcool, toxicologie, allergies;75;1729;44.0;0.0;9.33;0 à 10;;;;1;0
GHT Sud Yonne Haut-Nivernais;CHS AUXERRE;1;X21;Effets nocifs, alcool, toxicologie, allergies;535;3769;45.1;0.0;0.75;68;AIHP CENTRE ARMANCON;PSPH/EBNL;30;1;1
GHT Sud Yonne Haut-Nivernais;CHS AUXERRE;1;X21;Effets nocifs, alcool, toxicologie, allergies;535;3769;45.1;0.0;0.75;68;CSSR LE RENOUVEAU;Privé;13;1;1
GHT Sud Yonne Haut-Nivernais;CHS AUXERRE;1;X21;Effets nocifs, alcool, toxicologie, allergies;535;3769;45.1;0.0;0.75;68;Autres ES Effectif<11;;25;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;CH AUXERRE;CH;62;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;53;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;LE RECONFORT;Privé;39;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;CH AVALLON;CH;25;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;CH DU TONNERROIS;CH;24;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;CROIX ROUGE FRANCAISE MIGENNES;PSPH/EBNL;18;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;25;C09;Chir. majeure de l'app. Locomoteur: hanche, fémur, genou, épaule;494;4894;79.2;66.2;28.54;244;Autres ES Effectif<11;;23;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;6;X08;Pneumologie;1702;13496;64.9;40.8;39.78;137;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;79;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;6;X08;Pneumologie;1702;13496;64.9;40.8;39.78;137;CH AUXERRE;CH;36;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;6;X08;Pneumologie;1702;13496;64.9;40.8;39.78;137;Autres ES Effectif<11;;22;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;10;X03;Neurologie médicale;944;6894;63.3;36.8;28.39;135;CH AUXERRE;CH;80;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;10;X03;Neurologie médicale;944;6894;63.3;36.8;28.39;135;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;32;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;10;X03;Neurologie médicale;944;6894;63.3;36.8;28.39;135;Autres ES Effectif<11;;23;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;8;X07;Affections Cardio-vasculaires;1218;7113;72.2;52.1;34.98;108;CH AUXERRE;CH;70;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;8;X07;Affections Cardio-vasculaires;1218;7113;72.2;52.1;34.98;108;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;27;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;8;X07;Affections Cardio-vasculaires;1218;7113;72.2;52.1;34.98;108;Autres ES Effectif<11;;11;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;3;X02;Hépato-Gastro-Entérologie;1935;9025;59.2;27.6;20.83;83;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;34;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;3;X02;Hépato-Gastro-Entérologie;1935;9025;59.2;27.6;20.83;83;CH AUXERRE;CH;31;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;3;X02;Hépato-Gastro-Entérologie;1935;9025;59.2;27.6;20.83;83;Autres ES Effectif<11;;18;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;12;C11;Chirurgies autres de l'appareil locomoteur, amputations;739;2718;57.4;17.6;12.18;64;CH AUXERRE;CH;17;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;12;C11;Chirurgies autres de l'appareil locomoteur, amputations;739;2718;57.4;17.6;12.18;64;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;17;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;12;C11;Chirurgies autres de l'appareil locomoteur, amputations;739;2718;57.4;17.6;12.18;64;Autres ES Effectif<11;;30;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;22;X06;Rhumatologie;514;3446;67.1;43.2;36.38;62;CH AUXERRE;CH;42;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;22;X06;Rhumatologie;514;3446;67.1;43.2;36.38;62;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;17;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;22;X06;Rhumatologie;514;3446;67.1;43.2;36.38;62;Autres ES Effectif<11;;0 à 10 (3);1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;23;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;506;1899;67.9;42.5;15.02;62;CH AUXERRE;CH;34;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;23;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;506;1899;67.9;42.5;15.02;62;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;22;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;23;X24;Médecine inter spécialités, Autres symptômes ou motifs médicaux;506;1899;67.9;42.5;15.02;62;Autres ES Effectif<11;;0 à 10 (6);1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;33;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;216;1035;65.0;46.3;28.24;54;CH AUXERRE;CH;37;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;33;X05;Traumatologie et ablation de matériel de l'appareil locomoteur;216;1035;65.0;46.3;28.24;54;Autres ES Effectif<11;;17;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;11;X23;Chimiothérapie (hors séances);828;2593;66.4;20.2;5.31;41;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;28;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;11;X23;Chimiothérapie (hors séances);828;2593;66.4;20.2;5.31;41;Autres ES Effectif<11;;13;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;21;X16;Affections et traumatismes de la peau, gelures;515;2042;47.8;31.8;26.80;41;CH AUXERRE;CH;26;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;21;X16;Affections et traumatismes de la peau, gelures;515;2042;47.8;31.8;26.80;41;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;11;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;21;X16;Affections et traumatismes de la peau, gelures;515;2042;47.8;31.8;26.80;41;Autres ES Effectif<11;;0 à 10 (4);1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;18;X12;Uro-Néphrologie médicale (hors Séances);573;3618;63.5;40.1;39.79;34;CH AUXERRE;CH;17;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;18;X12;Uro-Néphrologie médicale (hors Séances);573;3618;63.5;40.1;39.79;34;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;13;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;18;X12;Uro-Néphrologie médicale (hors Séances);573;3618;63.5;40.1;39.79;34;Autres ES Effectif<11;;0 à 10 (4);1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;29;X20;Psychiatrie;275;1811;55.6;40.7;33.09;33;CH AUXERRE;CH;22;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;29;X20;Psychiatrie;275;1811;55.6;40.7;33.09;33;ÉTABLISSEMENT SOINS DE SUITE LE PETIT PIEN;Privé;11;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;29;X20;Psychiatrie;275;1811;55.6;40.7;33.09;33;Autres ES Effectif<11;;0 à 10 (0);1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;16;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);611;2655;54.4;21.8;21.77;30;CH AUXERRE;CH;18;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;16;X15;Diabète, Maladies métaboliques, Endocrinologie (hors complications);611;2655;54.4;21.8;21.77;30;Autres ES Effectif<11;;12;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;24;X14;Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs SID;502;3031;69.5;45.8;30.68;25;Autres ES Effectif<11;;25;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;37;X19;Fièvre, Infection, Septicémie, VIH;189;1377;58.4;38.1;42.33;20;Autres ES Effectif<11;;20;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;39;X04;Commotions cérébrales, Traumatismes crâniens;180;705;68.3;52.8;18.33;20;CH AUXERRE;CH;12;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;39;X04;Commotions cérébrales, Traumatismes crâniens;180;705;68.3;52.8;18.33;20;Autres ES Effectif<11;;0 à 10 (8) ;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;40;C06;Chir. Digestive majeure : oesophage, estomac, grêle, côlon, rectum;175;2126;69.0;37.1;57.71;20;Autres ES Effectif<11;;20;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;5;K05;Cathétérismes vasculaires diagnostiques et interventionnels;1713;4868;67.2;22.9;4.79;18;Autres ES Effectif<11;;18;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;36;C14;Chirurgie vasculaire;201;857;62.4;18.4;16.92;16;Autres ES Effectif<11;;16;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;27;C13;Stimulateurs, Défibrillateurs cardiaques;384;1223;77.7;59.9;8.59;13;Autres ES Effectif<11;;13;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;34;X18;Suivi thérap. d'affections connues, Allergologie, Rééducation, Convalescence;216;398;47.3;24.1;7.87;13;Autres ES Effectif<11;;13;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;45;C25;Chirurgie inter spécialités;120;932;62.1;26.7;30.00;12;Autres ES Effectif<11;;12;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;1;S01;Dialyse;7642;0;65.7;31.7;0.00;NA;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;2;S02;Chimiothérapie pour tumeur;6557;0;69.6;35.3;0.00;NA;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;4;N02;Aff. médicales des nouveau-nés, prématurés et de la période périnatale;1851;8277;0.0;0.0;1.89;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;7;O01;Accouchements par voie basse;1674;6710;29.8;0.0;2.03;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;9;S03;Chimiothérapie pour aff. Non tumorale;975;0;52.4;12.5;0.00;NA;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;13;C07;Chir. Viscérale autre : rate, grêle, colon, proctologie, hernies;669;1641;51.1;14.5;6.88;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;14;X21;Effets nocifs, alcool, toxicologie, allergies;646;1470;44.6;7.9;8.82;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;15;K02;Endoscopies digestives et biliaires avec ou sans anesthésie;622;38;58.2;7.4;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;17;O04;Obstétrique autre;579;1009;30.2;0.0;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;19;C17;Chirurgie Gynécologique;558;824;48.3;6.5;2.51;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;20;S05;Transfusion;528;0;70.1;36.6;0.00;NA;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;26;C19;Chirurgie Urologique;481;1682;63.2;25.2;10.60;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;28;O03;IVG;357;29;28.8;0.0;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;30;X09;ORL, Stomato;257;880;40.3;19.5;14.79;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;31;C20;Chirurgie de l'appareil génital masculin;245;670;46.0;17.1;9.80;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;32;K06;Mise en place d'accès vasculaire;235;11;65.5;22.6;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;35;S06;Aphérèse;212;0;69.7;50.0;0.00;NA;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;38;C08;Chir. hépato-biliaire et pancréatique;188;362;58.0;19.1;4.79;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;41;K12;Explorations nocturnes, séjours de moins de 2 jours;171;171;59.5;17.5;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;42;O02;Césariennes;159;934;32.3;0.0;10.69;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;43;C18;Chirurgie du sein;149;197;61.3;16.1;0.67;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;44;K10;Aff. génito-urinaires avec Acte classant non opératoire et endoscopies;126;8;55.3;7.9;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;46;C10;Arthroscopies, Biopsies ostéo-articulaires;111;29;55.3;6.3;0.00;0 à 10;;;;1;1
GHT Sud Yonne Haut-Nivernais;CH AUXERRE;47;X22;Douleur et soins palliatifs;111;1483;64.7;30.6;1.80;0 à 10;;;;1;1
